date,open,high,low,close,volume,sma20,sma50,rsi14,macd,macd_signal,macd_hist
2026-03-11,197.0032133493049,198.37543838678545,192.75057707603554,194.86341056664105,28836140,180.34333725751523,,82.33452230002302,7.231941284338404,6.233562148364022,0.9983791359743828
2026-03-12,195.8367999661321,197.49966834064904,192.40035366139801,194.10267080245353,38486016,181.5373538610063,,89.13295026009246,7.314110992095806,6.449671917110379,0.8644390749854267
2026-03-13,199.0847973395274,200.6044323599389,194.4073028783216,195.3744027593929,44562360,182.8201639976925,,87.1990868284131,7.396585979159056,6.639054729520115,0.7575312496389408
2026-03-16,205.51789995847574,206.62929028616693,197.3832413508006,199.50584024445757,52354207,184.28471236723198,,88.85550558905982,7.706484916787446,6.852540766973581,0.8539441498138647
2026-03-17,197.75545921266726,199.66817442065076,191.03700945830977,194.2034661465475,30113043,185.58866022280898,,77.20283893977007,7.43847863028941,6.969728339636747,0.4687502906526628
2026-03-18,196.72669196966905,201.70142961884878,194.7170393872415,198.18050382502793,36116369,186.97557572736636,,78.15184893666085,7.460989774703478,7.067980626650093,0.3930091480533848
2026-03-19,199.56582261281278,200.79242079851394,194.81294198245277,196.58852677398966,29119295,187.96663623644835,,74.17022409195516,7.26660586640142,7.107705674600359,0.1589001918010613
2026-03-20,195.2213439705993,199.43321073395012,192.50539937411295,197.6242081302181,51305569,189.15423357602424,174.34582419573536,74.05022600725644,7.114118914053023,7.108988322490893,0.005130591562130249
2026-03-23,200.13786154821824,201.6151437868309,198.16500378030565,199.92973179515687,45690465,190.19827234532866,175.37701226110988,74.16415750553027,7.097492917090847,7.106689241410884,-0.009196324320037697
2026-03-24,201.9160989541067,203.93518651016964,198.9977627236891,199.64899479456497,52663523,191.1847755792095,176.26267603818235,74.79865277796162,6.981188766522365,7.081589146433181,-0.10040037991081618
2026-03-25,197.7436896593168,198.11178963983917,194.47873949179154,196.87585213443117,53154716,192.1075250936115,177.09518636113643,66.75407377968489,6.589290216789692,6.983129360504484,-0.3938391437147919
2026-03-26,202.4414019115668,204.164239824488,200.229106087098,201.05766093559387,50552115,193.10351606466676,177.94896631630402,67.18505491842143,6.5407471523706135,6.894652918877711,-0.35390576650709704
2026-03-27,194.19908329138784,196.55237713709144,192.62629832596718,196.36253139556038,52959352,193.86002115901547,178.75119208785617,55.05051089746649,6.053636159647908,6.72644956703175,-0.6728134073838419
2026-03-30,197.1422866831455,202.1951677889516,194.8241199491985,199.8407776260556,53853209,194.7313096810762,179.6162508142826,59.05117385424835,5.880476122088169,6.557254878043034,-0.6767787559548655
2026-03-31,202.96525039064687,204.30535561380484,200.1557430714389,202.30999995279709,30978592,195.61775499249416,180.49002601099045,59.732885033879924,5.874770453516902,6.4207579931378085,-0.5459875396209064
2026-04-01,198.6856455127928,202.3429854081015,196.0555970563281,199.78626145257041,29109623,196.40552039068598,181.30021638361464,57.10133028893259,5.602027380361591,6.2570118705825655,-0.6549844902209747
2026-04-02,200.5264016669757,201.95849686505503,198.94586417996422,201.91365975808608,49104346,197.19708255574375,182.11721004470823,57.99939355129103,5.494206006900868,6.104450697846227,-0.6102446909453594
2026-04-03,199.57527521631533,201.99907322624227,197.14788900820506,200.31978739850982,28431790,197.72101336594585,182.9044816224693,51.061599408696075,5.219972024571973,5.927554963191377,-0.7075829386194039
2026-04-06,205.82366910361225,208.1198998464792,203.94080084211822,206.7407836490522,54344071,198.4130059780692,183.82980368188436,65.88831917331314,5.457845704846733,5.833613111522448,-0.37576740667571507
2026-04-07,205.37699650442036,206.80541138244007,203.27633113252782,205.15990352149478,37271673,199.01944868313007,184.697456793392,59.416769648685865,5.455906205372571,5.758071730292473,-0.3021655249199018
2026-04-08,210.1841595969531,212.22606098612783,204.97122370320216,207.46622397921033,43789175,199.64958935375853,185.50194885780024,64.39888848521088,5.5761910647433695,5.721695597182652,-0.14550453243928274
2026-04-09,206.47974658119725,208.85861562334895,205.08444180668474,208.7131845853186,39628411,200.3801150429018,186.39507394516102,64.5969134621408,5.706357643202153,5.718628006386552,-0.012270363184399002
2026-04-10,210.50881121030477,212.45983404536057,206.0483118928166,207.42848858652445,54932340,200.98281933425838,187.22909503411975,60.1435577875877,5.640827416812186,5.703067888471679,-0.06224047165949287
2026-04-13,213.98099750216173,216.7285731584449,209.54197887403038,210.8682157027168,43969552,201.55093810717133,188.09958616849832,63.98133438204024,5.799597323732115,5.722373775523766,0.07722354820834898
2026-04-14,207.0685855998418,212.7451644154217,204.0220265969438,211.16961214659014,51377470,202.39924540717345,188.95913369618106,68.98221884119329,5.88194044491874,5.754287109402762,0.12765333551597813
2026-04-15,212.0240285683962,214.7459429870977,211.6869046081594,212.6107059106176,53407709,203.12075551145296,189.8308166409053,66.54705174587409,5.994382672666376,5.802306222055485,0.19207645061089096
2026-04-16,213.41359879672905,216.22621475072478,210.96582194594203,214.07881822262198,26515493,203.99527008388458,190.77083967543666,77.958963010161,6.131280754364525,5.868101128517294,0.263179625847231
2026-04-17,214.82339609330458,218.58326777282028,212.06842536138134,216.015679300899,45351523,204.9148436424186,191.77740604440194,76.83181339800316,6.323172377274176,5.959115378268671,0.3640569990055047
2026-04-20,214.7106502975022,220.15184777943767,214.54439528428483,218.12813713773318,40220226,205.82476390954744,192.76781032808282,76.5543004909925,6.569971027480506,6.081286508111038,0.48868451936946755
2026-04-21,216.53286468366522,218.95600655098394,214.4941156990639,216.59395445183569,33842280,206.67201189241095,193.7527208699418,79.18513468610098,6.566075385006684,6.178244283490168,0.38783110151651634
2026-04-22,220.6198901041756,223.91561018607257,219.561502735532,222.12890213904836,26095910,207.93466439264185,194.75188460818762,81.38768638315179,6.929730461991369,6.328541519190408,0.6011889428009605
2026-04-23,221.72310735499482,224.55436302329886,220.2317518064223,222.72553536761214,34804237,209.01805811424273,195.80194854088725,85.9005884790439,7.183268794534399,6.499486974259208,0.6837818202751915
2026-04-24,223.31652658551508,225.5964175730122,221.826133329114,223.33052579415374,25252725,210.3664578341724,196.8741950562569,82.67078736372933,7.348310669788987,6.669251713365163,0.6790589564238232
2026-04-27,227.3151383660225,230.6969269427316,225.29582486562887,227.25554265063863,44073053,211.73719608540154,198.01500845219635,89.83579712336588,7.706982307958327,6.876797832283797,0.83018447567453
2026-04-28,226.8972313724167,229.7359027793051,225.76384021741066,228.17087075390572,45385794,213.030239625457,199.2159356865743,89.29908345011373,7.973181618944693,7.096074589615977,0.877107029328716
2026-04-29,231.57317811215998,232.69665740499218,229.46184191374283,230.0261770018571,32060932,214.54223540292134,200.40761535193386,89.5406298263207,8.238881502101691,7.32463597211312,0.9142455299885714
2026-04-30,230.94860991680403,233.2094535763139,229.17908433234058,230.59902053111904,43087220,215.97650344157296,201.4842494307092,94.15302149553672,8.398857458452397,7.5394802693809755,0.8593771890714219
2026-05-01,230.92049775522764,232.94500372659053,228.61832979717866,231.58282849053367,48886031,217.53965549617413,202.63846077374586,93.5492406560637,8.506961677900392,7.732976551084859,0.7739851268155329
2026-05-04,237.85616303591215,240.19221432423072,232.20043809130541,234.43800273937626,45888692,218.92451645069036,203.74624170035202,94.17474692797879,8.72247647164454,7.930876535196797,0.791599936447744
2026-05-05,237.89535041176663,238.91280291675207,233.318455356749,234.95665370796644,29215087,220.41435396001393,204.84699617217245,93.96331242285869,8.833299518691774,8.111361131895793,0.7219383867959817
2026-05-06,238.1635682783173,240.14695858563852,235.62592688730317,237.97812040348506,46075101,221.9399487812277,206.03814134331432,94.31102937285254,9.060490992588484,8.301187104034332,0.7593038885541521
2026-05-07,231.4205837522313,236.62581664245948,228.92056400192592,234.5424591428578,37582019,223.23141250910462,207.10623369588168,82.54140979910623,8.861166707841107,8.413183024795687,0.44798368304542
2026-05-08,233.17267370174892,234.9023063837373,231.0156655455491,233.10768947747368,31574712,224.5153725536521,208.14373889525942,76.95251928117139,8.489564440696853,8.42845930797592,0.06110513272093243
2026-05-11,232.282996075451,235.6471649376094,228.8879448404784,230.98104141037112,27124333,225.52101383903482,209.11505957977002,75.34611675163676,7.932028750935217,8.32917319656778,-0.3971444456325628
2026-05-12,227.93530849679732,232.3019722325093,227.71063411126613,228.5889548909954,50444325,226.39198097625507,209.9952168031012,62.79807139998602,7.213997832898997,8.106138123834024,-0.8921402909350267
2026-05-13,226.42318918867588,229.48656902789912,224.09060783167808,226.98502899413688,30057085,227.11069713043108,210.85429831320923,58.11465773308412,6.4412786907235215,7.773166237211923,-1.3318875464884012
2026-05-14,225.6305180913971,228.2795391383011,220.98051116207887,223.64895508366592,34904691,227.58920397348325,211.60562908574394,50.54945634068605,5.496341515924826,7.317801292954504,-1.8214597770296788
2026-05-15,224.7920483409916,227.30196726533023,224.3328378404504,226.7030668065137,27867895,228.12357334876395,212.34286699798483,49.01715167863686,4.937002596000042,6.841641553563612,-1.90463895756357
2026-05-18,229.83,230.62,218.55,222.32,146280897,228.3331664918773,212.93124836985317,40.7345504493565,4.092865604701757,6.291886363791241,-2.1990207590894846
